"cueanexo","cuise","nombre","departamento","municipio","sector","ambito","oferta","matricula"
"540039701","0700","Aula Sat. Nº 01: ""ESC. Nº 700""","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","48"
"540039702","0700","Aula Sat. Nº 02: ""ESC. Nº 700""","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","30"
"540039703","0700","Aula Sat. Nº 03: ""ESC. Nº 700""","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","15"
"540039800","0779","ESC. Nº 779","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","44"
"540039801","0779","Aula Sat. Nº 01: ""ESC. Nº 779""","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","36"
"540039802","0779","Aula Sat. Nº 02: ""ESC. Nº 779""","SAN PEDRO","SAN PEDRO","Estatal","Rural","Común - Primaria de 7 años ","19"
"540040000","0780","ESC. Nº 780 ","GUARANI","FRACRAN","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","41"
"540040001","0780","Aula Sat. Nº 01: ""ESC. Nº 780"" (Ex Aula Sat. Nº 02: ""ESC. Nº 341"")","SAN PEDRO","FRACRAN","Estatal","Rural","Común - Primaria de 7 años ","37"
"540040002","0780","Aula Sat. Nº 02: ""ESC. Nº 780"" (Ex Aula Sat. Nº 03: ""ESC. Nº 341"")","GUARANI","FRACRAN","Estatal","Rural","Común - Primaria de 7 años ","32"
"540040003","0780","Aula Sat. Nº 03: ""ESC. Nº 780""","SAN PEDRO","FRACRAN","Estatal","Rural Disperso","Común - Primaria de 7 años ","27"
"540040100","0792","ESC. Nº 792","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Jardín de infantes ","10"
"540040100","0792","ESC. Nº 792","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","23"
"540040200","0081","ESC. Nº 81: ""DON JUAN JUAÑUK"" (J.C)","SAN PEDRO","SAN PEDRO","Estatal","Rural","Común - Primaria de 7 años ","73"
"540040300","0382","ESC. Nº 382: ""LUCA GIOVANNI FOSSATI""","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","142"
"540040400","0006","ESC. Nº 06","SAN PEDRO","SAN PEDRO","Estatal","Rural Disperso","Común - Primaria de 7 años ","61"
"540040403","0006","Aula Sat. Nº 03: ""ESC. Nº 06""","SAN PEDRO","SAN PEDRO","Estatal","Rural","Común - Primaria de 7 años ","35"
"540040500","0754","ESC. Nº 754","GUARANI","FRACRAN","Estatal","Rural Disperso","Común - Jardín de infantes ","12"
"540040500","0754","ESC. Nº 754","GUARANI","FRACRAN","Estatal","Rural Disperso","Común - Primaria de 7 años ","37"
"540040501","0754","Aula Sat. Nº 01: ""ESC. Nº 754""","GUARANI","FRACRAN","Estatal","Rural Disperso","Común - Primaria de 7 años ","7"
"540040502","0754","Aula Sat. Nº 02: ""ESC. Nº 754""","GUARANI","FRACRAN","Estatal","Rural","Común - Primaria de 7 años ","14"
"540040600","0522","ESC. Nº 522: ""PROFESOR MANUEL  BERMUDEZ""","GUARANI","SAN VICENTE","Estatal","Rural","Común - Primaria de 7 años ","149"
"540040700","0651","ESC. Nº 651 ""JOSÉ HAYDAS""","GUARANI","SAN VICENTE","Estatal","Rural Disperso","Común - Jardín de infantes ","4"
"540040700","0651","ESC. Nº 651 ""JOSÉ HAYDAS""","GUARANI","SAN VICENTE","Estatal","Rural Disperso","Común - Primaria de 7 años ","46"
"540040701","0651","Aula Sat. Nº 01: ""ESC. Nº 651""","GUARANI","SAN VICENTE","Estatal","Rural","Común - Jardín de infantes ","7"
"540040701","0651","Aula Sat. Nº 01: ""ESC. Nº 651""","GUARANI","SAN VICENTE","Estatal","Rural","Común - Primaria de 7 años ","19"
"540040702","0651","Aula Sat. Nº 02: ""ESC. Nº 651"" (Iviraty)","GUARANI","FRACRAN","Estatal","Rural Disperso","Común - Jardín de infantes ","1"
"540040702","0651","Aula Sat. Nº 02: ""ESC. Nº 651"" (Iviraty)","GUARANI","FRACRAN","Estatal","Rural Disperso","Común - Primaria de 7 años ","10"
"540040800","1837","B.O.P. Nº 43","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","100"
"540040900","0773","ESC. Nº 773: ""EDWIN BECKER""","MONTECARLO","MONTECARLO","Estatal","Urbano","Común - Primaria de 7 años ","215"
"540041000","0725","ESC. Nº 725","MONTECARLO","MONTECARLO","Estatal","Urbano","Común - Primaria de 7 años ","393"
"540041100","0434","ESC. Nº 434: ""RICARDO LEVENNE""","MONTECARLO","MONTECARLO","Estatal","Rural Disperso","Común - Primaria de 7 años ","92"
"540041400","0075","ESC. Nº 75","MONTECARLO","MONTECARLO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","61"
"540041700","0465","ESC. Nº 465: ""TEODORO S. DE BUSTAMANTE""","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Jardín de infantes ","6"
"540041700","0465","ESC. Nº 465: ""TEODORO S. DE BUSTAMANTE""","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Primaria de 7 años ","27"
"540041701","0465","Aula Sat. Nº 01: ""ESC. Nº 465: ""TEODORO S. DE BUSTAMANTE"""" (Ex ESC. Nº 419: ""MARTIN GUEMES"")","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Primaria de 7 años ","8"
"540041800","1552","ESC. DE COMERCIO Nº 02: ""INDEPENDENCIA NACIONAL""","SAN IGNACIO","JARDIN AMERICA","Estatal","Urbano","Adultos - Secundaria Completa","70"
"540041800","1552","ESC. DE COMERCIO Nº 02: ""INDEPENDENCIA NACIONAL""","SAN IGNACIO","JARDIN AMERICA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","730"
"540041800","1552","ESC. DE COMERCIO Nº 02: ""INDEPENDENCIA NACIONAL""","SAN IGNACIO","JARDIN AMERICA","Estatal","Urbano","Común - SNU ","136"
"540041900","1404","INST. CANOSSIANO ""NTRA. SRA. DE LA SALUD""","SAN IGNACIO","JARDIN AMERICA","Privado","Urbano","Común - Jardín de infantes ","60"
"540041900","1404","INST. CANOSSIANO ""NTRA. SRA. DE LA SALUD""","SAN IGNACIO","JARDIN AMERICA","Privado","Urbano","Común - Primaria de 7 años ","300"
"540041900","1404","INST. CANOSSIANO ""NTRA. SRA. DE LA SALUD""","SAN IGNACIO","JARDIN AMERICA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","295"
"540042000","0433","ESC. Nº 433: ""REP.DEL PARAGUAY""","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Primaria de 7 años ","94"
"540042200","1403","INST. ADVENTISTA ""OASIS""","SAN IGNACIO","JARDIN AMERICA","Privado","Rural Disperso","Común - Jardín de infantes ","19"
"540042200","1403","INST. ADVENTISTA ""OASIS""","SAN IGNACIO","JARDIN AMERICA","Privado","Rural Disperso","Común - Primaria de 7 años ","97"
"540042300","1407","INST. INTERCULTURAL BILINGÜE ""TAJY POTY""","SAN IGNACIO","GOBERNADOR ROCA","Privado","Rural Disperso","Adultos-Formación Profesional/Capacitación Laboral","91"
"540042300","1407","INST. INTERCULTURAL BILINGÜE ""TAJY POTY""","SAN IGNACIO","GOBERNADOR ROCA","Privado","Rural Disperso","Común - Secundaria Completa req. 7 años ","106"
"540042400","0743","ESC. Nº 743: SAGRADO CORAZON DE JESUS","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Urbano","Común - Primaria de 7 años ","220"
"540042401","0743","Aula Sat. Nº 01: ""ESC. Nº 743""","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Rural Disperso","Común - Primaria de 7 años ","40"
"540042500","0454","ESC. Nº 454: ""CORONEL RUDECINDO ROCA""","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Rural","Común - Primaria de 7 años ","26"
"540042600","0420","ESC. Nº 420: ""JUAN M. DE PUEYRREDON""","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Rural","Común - Primaria de 7 años ","123"
"540042700","0180","ESC. Nº 180: ""JAVIER ALEJANDRO CARDOZO""","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Rural","Común - Primaria de 7 años ","35"
"540042701","0180","Aula Sat. Nº 01: ""ESC. Nº 180"" (Ex ""ESC. Nº 232"")","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Rural","Común - Primaria de 7 años ","7"
"540042800","0214","ESC. Nº 214: ""EUGENIO LAGIER""","SAN IGNACIO","SANTO PIPO","Estatal","Urbano","Común - Primaria de 7 años ","437"
"540043100","0260","ESC. Nº 260","SAN IGNACIO","SANTO PIPO","Estatal","Rural","Común - Primaria de 7 años ","26"
"540043200","0566","ESC. Nº 566","SAN IGNACIO","SANTO PIPO","Estatal","Rural","Común - Primaria de 7 años ","14"
"540043300","0162","ESC. Nº 162: ""RIO PARANA""","SAN IGNACIO","GENERAL URQUIZA","Estatal","Rural","Común - Primaria de 7 años ","12"
"540043600","0333","ESC. Nº 333: ""SANTIAGO OBREGON""","SAN IGNACIO","GENERAL URQUIZA","Estatal","Rural","Común - Primaria de 7 años ","20"
"540043700","0662","ESC. Nº 662","SAN IGNACIO","HIPOLITO YRIGOYEN","Estatal","Rural","Común - Primaria de 7 años ","70"
"540043900","0251","ESC. Nº 251: ""JUAN KUSPITA SAWICKI""","SAN IGNACIO","COLONIA POLANA","Estatal","Rural","Común - Primaria de 7 años ","33"
"540043901","0251","Aula Sat. Nº 01: ""ESC. Nº 251"" (Ex ESC. Nº 188 ""PAULO VI"")","SAN IGNACIO","COLONIA POLANA","Estatal","Rural Disperso","Común - Primaria de 7 años ","36"
"540044000","0296","ESC. Nº 296: ""LUIS MARIA CHAMORRO BARREYRO""","OBERA","OBERA","Estatal","Rural","Común - Primaria de 7 años ","91"
"540044100","0141","ESC. Nº 141: ""DOMINGO BERRONDO""","OBERA","SAN MARTIN","Estatal","Rural","Común - Primaria de 7 años ","64"
"540044200","0153","ESC. Nº 153","OBERA","SAN MARTIN","Estatal","Rural","Común - Primaria de 7 años ","51"
"540044400","1594","B.O.P. Nº 18","OBERA","COLONIA ALBERDI","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","155"
"540044500","0481","ESC. Nº 481: ""PROVINCIA DEL CHACO""","OBERA","COLONIA ALBERDI","Estatal","Rural","Común - Primaria de 7 años ","31"
"540044600","0577","ESC. Nº 577: ""GENDARME ARGENTINO""","OBERA","GENERAL ALVEAR","Estatal","Rural","Común - Jardín de infantes ","5"
"540044600","0577","ESC. Nº 577: ""GENDARME ARGENTINO""","OBERA","GENERAL ALVEAR","Estatal","Rural","Común - Primaria de 7 años ","23"
"540044601","0577","Aula Sat. Nº 01: ""ESC. Nº 577""","OBERA","GENERAL ALVEAR","Estatal","Rural","Común - Jardín de infantes ","1"
"540044601","0577","Aula Sat. Nº 01: ""ESC. Nº 577""","OBERA","GENERAL ALVEAR","Estatal","Rural","Común - Primaria de 7 años ","19"
"540044700","0423","ESC. Nº 423: ""JUAN B. ALBERDI""","OBERA","COLONIA ALBERDI","Estatal","Rural","Común - Primaria de 7 años ","70"
"540044800","0309","ESC. Nº 309","OBERA","COLONIA ALBERDI","Estatal","Rural","Común - Primaria de 7 años ","104"
"540044900","0637","ESC. Nº 637: ""PABLO AREGUATY"" (F.J.C) ","OBERA","GENERAL ALVEAR","Estatal","Rural","Común - Primaria de 7 años ","57"
"540045000","0103","ESC. Nº 103","OBERA","COLONIA ALBERDI","Estatal","Rural","Común - Primaria de 7 años ","192"
"540045100","0273","ESC. Nº 273: ""DIEGO P. GOMEZ""","OBERA","COLONIA ALBERDI","Estatal","Rural","Común - Primaria de 7 años ","65"
"540045200","1506","B.O.P. Nº 06","OBERA","PANAMBI","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","257"
"540045300","1306","INST. ADULTOS ""PADRE ISIDRO GERBER""","OBERA","PANAMBI","Privado","Rural","Adultos-Formación Profesional/Capacitación Laboral","63"
"540045300","1306","INST. ADULTOS ""PADRE ISIDRO GERBER""","OBERA","PANAMBI","Privado","Rural","Adultos - Primaria ","6"
"540045300","1306","INST. ADULTOS ""PADRE ISIDRO GERBER""","OBERA","PANAMBI","Privado","Rural","Común - Jardín de infantes ","18"
"540045300","1306","INST. ADULTOS ""PADRE ISIDRO GERBER""","OBERA","PANAMBI","Privado","Rural","Común - Primaria de 7 años ","8"
"540045400","0322","ESC. Nº 322","OBERA","PANAMBI","Estatal","Rural","Común - Primaria de 7 años ","127"
"540045500","0739","ESC. Nº 739","OBERA","PANAMBI","Estatal","Rural","Común - Primaria de 7 años ","9"
"540045600","0691","ESC. Nº 691","OBERA","PANAMBI","Estatal","Rural","Común - Primaria de 7 años ","21"
"540045700","0145","ESC. Nº 145","OBERA","PANAMBI","Estatal","Rural","Común - Primaria de 7 años ","21"
"540045800","0091","ESC. Nº 91","OBERA","GUARANI","Estatal","Rural","Común - Primaria de 7 años ","96"
"540045900","0069","ESC. Nº 69: ""MIGUEL SATURNINO MARINI""","OBERA","GUARANI","Estatal","Rural","Común - Primaria de 7 años ","94"
"540045901","0069","Aula Sat. Nº 01: ""ESC. Nº 69"" (Ex ""ESC. Nº 201"")","OBERA","GUARANI","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","17"
"540046000","1814","BACH. PEDAG. Nº 01: ""DR. FERNANDO OLEAGA""","OBERA","GUARANI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","321"
"540046100","0242","ESC. Nº 242","OBERA","GUARANI","Estatal","Rural","Común - Primaria de 7 años ","28"
"540046200","0252","ESC. Nº 252: ""ALFREDO GREGORIO""","OBERA","GUARANI","Estatal","Rural","Común - Primaria de 7 años ","4"
"540046300","0261","ESC. Nº 261","OBERA","GUARANI","Estatal","Rural","Común - Primaria de 7 años ","58"
"540046400","0525","ESC. Nº 525: ""JUAN E. PESTALOZZI""","OBERA","GUARANI","Estatal","Rural","Común - Primaria de 7 años ","54"
"540046500","0016","ESC. Nº 16: ""JULIO ARGENTINO ROCA""","SAN IGNACIO","CORPUS","Estatal","Urbano","Común - Primaria de 7 años ","295"
"540046600","0445","INST. ""PROYECCION 2000""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","39"
"540046600","0445","INST. ""PROYECCION 2000""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","141"
"540046600","0445","INST. ""PROYECCION 2000""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","125"
"540046700","0217","ESC. Nº 217: ""ALFREDO LUIS BELTRAME""","OBERA","OBERA","Estatal","Rural","Común - Primaria de 7 años ","49"
"540046900","0204","ESC. Nº 204: ""DR.CLAUDIO ARRECHEA""","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Disperso","Común - Primaria de 7 años ","4"
"540046902","0204","Aula Sat. Nº 02: ""ESC. Nº 204""","CONCEPCION","SANTA MARIA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","7"
"540046903","0204","Aula Sat. Nº 03: ""ESC. Nº 204""","CONCEPCION","SANTA MARIA","Estatal","Rural","Común - Primaria de 7 años ","13"
"540046904","0204","Aula Sat. Nº 04: ""ESC. Nº 204""","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","10"
"540047100","0769","ESC. Nº 769: ""MISION JESUITICA""","SAN JAVIER","MOJON GRANDE","Estatal","Rural Disperso","Común - Primaria de 7 años ","26"
"540047400","0034","ESC. Nº 34: ""EMILIO NOGUERA""","APOSTOLES","TRES CAPONES","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","126"
"540047500","0622","ESC. Nº 622: ""RAUL S.NOSIGLIA"" (F.J.C)","APOSTOLES","APOSTOLES","Estatal","Rural Disperso","Común - Primaria de 7 años ","220"
"540047600","0063","ESC. Nº 63: ""PUERTO AZARA""","APOSTOLES","AZARA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","48"
"540047700","0024","ESC. Nº 24: ""DR. BENJAMIN ZORRILLA""","APOSTOLES","AZARA","Estatal","Urbano","Común - Primaria de 7 años ","444"
"540047800","0540","ESC. Nº 540: ""MIGUEL DE C. SAAVEDRA""","CAPITAL","FACHINAL","Estatal","Rural Disperso","Común - Jardín de infantes ","1"
"540047800","0540","ESC. Nº 540: ""MIGUEL DE C. SAAVEDRA""","CAPITAL","FACHINAL","Estatal","Rural Disperso","Común - Primaria de 7 años ","7"
"540047900","0086 ","ESC. Nº 86","APOSTOLES","APOSTOLES","Estatal","Urbano","Común - Primaria de 7 años ","241"
"540047901","0086","Aula Sat. Nº 01: ""ESC. Nº 86""(Ex ESC. Nº 855)","APOSTOLES","SAN JOSE","Estatal","Rural","Común - Primaria de 7 años ","4"
"540047902","0086","Aula Sat. Nº 02: ""ESC. Nº 86""","APOSTOLES","SAN JOSE","Estatal","Rural Disperso","Común - Primaria de 7 años ","2"
"540048000","0070","ESC. Nº 70 ","APOSTOLES","SAN JOSE","Estatal","Rural Disperso","Común - Primaria de 7 años ","29"
"540048200","1406","ESC. ADULTOS Nº 06","APOSTOLES","SAN JOSE","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","87"
"540048200","1406","ESC. ADULTOS Nº 06","APOSTOLES","SAN JOSE","Estatal","Urbano","Adultos - Primaria ","20"
"540048400","0710","ESC. Nº 710","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","36"
"540048401","0710","Aula Sat. Nº 01: ""ESC. Nº 710""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Aglomerado","Común - Jardín de infantes ","2"
"540048401","0710","Aula Sat. Nº 01: ""ESC. Nº 710""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","8"
"540048500","0749","ESC. Nº 749","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","28"
"540048501","0749","Aula Sat. Nº 01: ""ESC. Nº 749""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","6"
"540048600","0672","ESC. Nº 672","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","15"
"540048700","0591","ESC. Nº 591: ""MAR DEL PLATA""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","108"
"540048900","0776","ESC. Nº 776","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","28"
"540048901","0776","Aula Sat. Nº 01: ""ESC. Nº 776"" (Ex Esc. Nº 863)","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","8"
"540049000","0581","ESC. Nº 581: ""PROV. DE MISIONES""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","87"
"540049001","0581","Aula Sat. Nº 01: ""ESC. Nº 581"" (Ex Esc. Nº 303)","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Jardín de infantes ","2"
"540049001","0581","Aula Sat. Nº 01: ""ESC. Nº 581"" (Ex Esc. Nº 303)","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","13"
"540049100","0775","ESC. Nº 775","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","18"
"540049200","0367","ESC. Nº 367: ""TENIENTE BENJAMIN MATIENZO""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","24"
"540049300","0102","ESC. Nº 102: ""INGENIERO FLORENCIO DE BASALDÚA""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","36"
"540049400","0463","ESC. Nº 463: ""ING. AGRO. FRANCISCO DEVOTO""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","42"
"540049401","0463","Aula Sat. Nº 01: ""ESC. Nº 463"" ","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","36"
"540049500","0325","ESC. Nº 325","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Jardín de infantes ","13"
"540049500","0325","ESC. Nº 325","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","29"
"540049600","1588","BACH. COMUN Nº 01 ""DE LA SOBERANIA""","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","201"
"540049700","0612","ESC. Nº 612 (F.J.C.)","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Urbano","Común - Primaria de 7 años ","486"
"540049800","0020","ESC. Nº 20: ""FRANCISCO NARCISO LAPRIDA""","APOSTOLES","SAN JOSE","Estatal","Urbano","Común - Primaria de 7 años ","467"
"540049900","1103","INST. ADVENTISTA ""BELLO HORIZONTE""","LIBERTADOR GENERAL SAN MARTIN","RUIZ DE MONTOYA","Privado","Rural Disperso","Común - Jardín de infantes ","15"
"540049900","1103","INST. ADVENTISTA ""BELLO HORIZONTE""","LIBERTADOR GENERAL SAN MARTIN","RUIZ DE MONTOYA","Privado","Rural Disperso","Común - Primaria de 7 años ","73"
"540050300","0647","ESC. Nº 647","LIBERTADOR GENERAL SAN MARTIN","RUIZ DE MONTOYA","Estatal","Rural Disperso","Común - Jardín de infantes ","2"
"540050300","0647","ESC. Nº 647","LIBERTADOR GENERAL SAN MARTIN","RUIZ DE MONTOYA","Estatal","Rural Disperso","Común - Primaria de 7 años ","9"
"540050301","0647","Aula Sat. Nº 01: ""ESC. Nº 647""","LIBERTADOR GENERAL SAN MARTIN","PUERTO LEONI","Estatal","Rural","Común - Jardín de infantes ","2"
"540050301","0647","Aula Sat. Nº 01: ""ESC. Nº 647""","LIBERTADOR GENERAL SAN MARTIN","PUERTO LEONI","Estatal","Rural","Común - Primaria de 7 años ","17"
"540050400","1221","ESC. ADULTOS Nº 21: ""ADA AMERICA BERAZALUCE""","OBERA","OBERA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","190"
"540050400","1221","ESC. ADULTOS Nº 21: ""ADA AMERICA BERAZALUCE""","OBERA","OBERA","Estatal","Urbano","Adultos - Primaria ","78"
"540050500","0191","ESC. Nº 191","OBERA","OBERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","90"
"540050600","0237","ESC. Nº 237: ""CAPITAN DE NAVIO SANTIAGO ALBARRACIN""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","371"
"540050700","3902","INST. SUP. ""DEL PROF. DE ARTE""","OBERA","OBERA","Estatal","Urbano","Común - SNU ","136"
"540050800","1392","ESC. ESPECIAL CARCELARIA Nº 22 (UP2)","OBERA","OBERA","Estatal","Rural","Adultos - Alfabetización ","13"
"540050800","1392","ESC. ESPECIAL CARCELARIA Nº 22 (UP2)","OBERA","OBERA","Estatal","Rural","Adultos - Primaria ","77"
"540050900","1308","INST. PRIV. ""DE ESTUDIOS SUPERIORES (I.P.E.T.)""","OBERA","OBERA","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","40"
"540050900","1308","INST. PRIV. ""DE ESTUDIOS SUPERIORES (I.P.E.T.)""","OBERA","OBERA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","118"
"540050900","1308","INST. PRIV. ""DE ESTUDIOS SUPERIORES (I.P.E.T.)""","OBERA","OBERA","Privado","Urbano","Común - SNU ","263"
"540050901","1308","Aula Sat. Nº 01: ""I.P.E.T.""","25 DE MAYO","SALTO ENCANTADO","Privado","Urbano","Común - SNU ","73"
"540051000","0030","ESC. Nº 30: ""AUXILIAR CARLOS A. LAFUENTE""","CONCEPCION","SANTA MARIA","Estatal","Rural","Común - Primaria de 7 años ","62"
"540051200","0119","ESC. Nº 119","CONCEPCION","SANTA MARIA","Estatal","Rural Disperso","Común - Primaria de 7 años ","30"
"540051300","0328","ESC. Nº 328","APOSTOLES","TRES CAPONES","Estatal","Rural","Común - Primaria de 7 años ","97"
"540051301","0328","Aula Sat. Nº 01: ""ESC. Nº 328""","CONCEPCION","SANTA MARIA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4"
"540051400","0340","ESC. Nº 340","CONCEPCION","SANTA MARIA","Estatal","Rural Disperso","Común - Primaria de 7 años ","28"
"540051500","0606","ESC. Nº 606 (F.J.C.)","CONCEPCION","SANTA MARIA","Estatal","Rural Disperso","Común - Primaria de 7 años ","50"
"540051600","0602","ESC. Nº 602: ""SOBERANÍA NACIONAL"" (F.J.C.)","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Disperso","Común - Primaria de 7 años ","36"
"540051700","0490","ESC. Nº 490: ""VICTOR MERCANTE""","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Disperso","Común - Jardín de infantes ","4"
"540051700","0490","ESC. Nº 490: ""VICTOR MERCANTE""","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Disperso","Común - Primaria de 7 años ","25"
"540051701","0490","Aula Sat. Nº 01: ""ESC. Nº 490"" (Ex Esc. Nº 26 -Ex Esc. Nº 82-)","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural","Común - Primaria de 7 años ","4"
"540051800","0026","ESC. Nº 26: ""CENTENARIO DE JULIO""","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Común - Primaria de 7 años ","306"
"540051900","1417","ESC. ADULTOS Nº 17","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","69"
"540051900","1417","ESC. ADULTOS Nº 17","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Adultos - Primaria ","36"
"540052000","0199","ESC. Nº 199","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Disperso","Común - Primaria de 7 años ","23"
"540052100","0027","ESC. Nº 27: ""BERNARDINO RIVADAVIA""","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Común - Primaria de 7 años ","288"
"540052200","0084","ESC. Nº 84: ""AURORA SOLIS DE  BARNATAN""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","249"
"540052300","0788","ESC. Nº 788","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","147"
"540052400","0419","INST. ""VIRGEN DE ITATI""","CAPITAL","POSADAS","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","263"
"540052400","0419","INST. ""VIRGEN DE ITATI""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","92"
"540052400","0419","INST. ""VIRGEN DE ITATI""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","419"
"540052400","0419","INST. ""VIRGEN DE ITATI""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","522"
"540052500","0527","ESC. Nº 527","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","328"
"540052600","0528","ESC. Nº 528: ""RAMON GARCIA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","259"
