cueanexo,nombre,oferta,año,matricula
540063800,ESC. Nº 372,Común - Primaria de 7 años ,2023,408
540063900,ESC. Nº 344,Común - Primaria de 7 años ,2023,235
540064000,"ESC. NORMAL SUP. Nº 03: ""JOSE M. ESTRADA""",Adultos - Secundaria Completa,2023,125
540064000,"ESC. NORMAL SUP. Nº 03: ""JOSE M. ESTRADA""",Común - Jardín de infantes ,2023,153
540064000,"ESC. NORMAL SUP. Nº 03: ""JOSE M. ESTRADA""",Común - Primaria de 7 años ,2023,477
540064000,"ESC. NORMAL SUP. Nº 03: ""JOSE M. ESTRADA""",Común - Secundaria Completa req. 7 años ,2023,547
540064000,"ESC. NORMAL SUP. Nº 03: ""JOSE M. ESTRADA""",Común - SNU ,2023,151
540064100,ESC. DE COMERCIO Nº 10,Común - Secundaria Completa req. 7 años ,2023,498
540064200,"B.O.P. Nº 05: ""JUAN MARTIN DE PUEYRREDON""",Adultos - Secundaria Completa,2023,157
540064200,"B.O.P. Nº 05: ""JUAN MARTIN DE PUEYRREDON""",Común - Secundaria Completa req. 7 años ,2023,643
540064201,"Aula Sat. Nº 01: ""B.O.P. Nº 05"" (UP17)",Adultos - Secundaria Completa,2023,36
540064300,"ESC. Nº 11: ""PADRE LOZANO""",Común - Primaria de 7 años ,2023,693
540064400,"ESC. Nº 285: ""SANTA CECILIA""",Común - Primaria de 7 años ,2023,666
540064401,"Aula Sat. Nº 01: ""ESC. Nº 285""",Común - Primaria de 7 años ,2023,10
540064500,"ESC. Nº 08: ""GRAL. M. BELGRANO""",Común - Primaria de 7 años ,2023,728
540064600,"ESC. Nº 698: ""SARANDI HISTORICO""",Común - Primaria de 7 años ,2023,547
540064700,"E.P.E.T. Nº 04: ""O.E.A""",Común - Secundaria Completa req. 7 años ,2023,545
540064701,"Aula Sat. Nº 01: ""E.P.E.T. Nº 04"" (C.F.P.)	",Adultos-Formación Profesional/Capacitación Laboral,2023,10
540064800,"INST. SUP. ""SAGRADA FAMILIA""",Común - Secundaria Completa req. 7 años ,2023,260
540064800,"INST. SUP. ""SAGRADA FAMILIA""",Común - SNU ,2023,231
540064900,"ESC. Nº 694: ""EDUARDO ROBERTO BASSI""",Común - Primaria de 7 años ,2023,603
540065000,"ESC. Nº 462: ""GENERAL MANUEL BELGRANO""",Común - Primaria de 7 años ,2023,379
540065100,"ESC. Nº 722: ""Eduardo Horacio Arrabal""",Común - Primaria de 7 años ,2023,217
540065200,"ESC. Nº 412: ""DR. EXEQUIEL BUSTILLO""",Común - Primaria de 7 años ,2023,399
540065400,"B.O.P. Nº 23 ""Demetrio Koropeski""",Común - Secundaria Completa req. 7 años ,2023,490
540065500,"ESC. Nº 778: ""PABLO AREGUATI""",Común - Primaria de 7 años ,2023,484
540065600,ESC. DE COMERCIO Nº 16,Adultos - Secundaria Completa,2023,195
540065700,"ESC. NORMAL SUP. Nº 08 ""REMEDIOS ESCALADA DE SAN MARTÍN""",Común - Jardín de infantes ,2023,76
540065700,"ESC. NORMAL SUP. Nº 08 ""REMEDIOS ESCALADA DE SAN MARTÍN""",Común - Primaria de 7 años ,2023,292
540065700,"ESC. NORMAL SUP. Nº 08 ""REMEDIOS ESCALADA DE SAN MARTÍN""",Común - Secundaria Completa req. 7 años ,2023,748
540065700,"ESC. NORMAL SUP. Nº 08 ""REMEDIOS ESCALADA DE SAN MARTÍN""",Común - SNU ,2023,130
540065800,ESC. Nº 164,Común - Primaria de 7 años ,2023,305
540066100,ESC. ADULTOS Nº 11,Adultos-Formación Profesional/Capacitación Laboral,2023,88
540066100,ESC. ADULTOS Nº 11,Adultos - Primaria ,2023,47
540066200,"ESC. DE COMERCIO Nº 08: ""GRANADERO LORENZO NAPUREY""",Adultos - Secundaria Completa,2023,142
540066200,"ESC. DE COMERCIO Nº 08: ""GRANADERO LORENZO NAPUREY""",Común - Secundaria Completa req. 7 años ,2023,785
540066300,"ESC. Nº 48: ""NICOLAS AVELLANEDA""",Común - Primaria de 7 años ,2023,630
540066400,"ESC. Nº 167: ""MISION COOPERATIVA""",Común - Primaria de 7 años ,2023,486
540066500,"CENTRO EDUCATIVO INTEGRAL ""S. FRANCISCO""",Común - Jardín de infantes ,2023,79
540066500,"CENTRO EDUCATIVO INTEGRAL ""S. FRANCISCO""",Común - Jardín maternal ,2023,36
540066600,"ESC. N° 269 ""NUESTRA SEÑORA DE LA ANUNCIACION DE ITAPUA""",Común - Primaria de 7 años ,2023,551
540066800,"ESC. Nº 445: ""LIBERTADORES DE AMERICA""",Común - Primaria de 7 años ,2023,247
540066900,ESC. NORMAL SUP. Nº 11,Adultos - Secundaria Completa,2023,145
540066900,ESC. NORMAL SUP. Nº 11,Común - Secundaria Completa req. 7 años ,2023,646
540066900,ESC. NORMAL SUP. Nº 11,Común - SNU ,2023,528
540066903,"Aula Sat. Nº 03: ""ESC. NORMAL SUP. Nº 11""",Común - SNU ,2023,118
540067000,"INST. ADVENTISTA ""PUERTO IGUAZÚ""",Común - Jardín de infantes ,2023,125
540067000,"INST. ADVENTISTA ""PUERTO IGUAZÚ""",Común - Primaria de 7 años ,2023,473
540067000,"INST. ADVENTISTA ""PUERTO IGUAZÚ""",Común - Secundaria Completa req. 7 años ,2023,219
540067100,"ESC. Nº 709: ""WOLF SCHCOLNIK""",Común - Primaria de 7 años ,2023,77
540067200,ESC. Nº 560,Común - Jardín de infantes ,2023,2
540067200,ESC. Nº 560,Común - Primaria de 7 años ,2023,23
540067300,"ESC. Nº 617: ""CIUDAD DE JUNIN"" (J.C.)",Común - Primaria de 7 años ,2023,474
540067400,"ESC. Nº 446: ""SAN JOSE DE CALASANZ""",Común - Primaria de 7 años ,2023,131
540067500,"ESC. Nº 531: ""DALMACIO  VELEZ SARSFIELD""",Común - Jardín de infantes ,2023,16
540067500,"ESC. Nº 531: ""DALMACIO  VELEZ SARSFIELD""",Común - Primaria de 7 años ,2023,72
540067502,"Aula Sat. Nº 02: ""ESC. Nº 531""",Común - Primaria de 7 años ,2023,26
540067600,"ESC. Nº 485: ""JUAN PESTALOZZI""",Común - Primaria de 7 años ,2023,134
540067601,"Aula Sat. Nº 01: ""ESC. Nº 485""",Común - Primaria de 7 años ,2023,95
540067700,B.O.P. Nº 38,Adultos - Secundaria Completa,2023,48
540067700,B.O.P. Nº 38,Común - Secundaria Completa req. 7 años ,2023,359
540067800,ESC. Nº 258,Común - Primaria de 7 años ,2023,48
540067900,"ESC. Nº 403: ""REP. FEDER. DEL BRASIL""",Común - Primaria de 7 años ,2023,82
540068000,ESC. Nº 338,Común - Primaria de 7 años ,2023,48
540068100,"ESC. Nº 587: ""JUAN B. CABRAL""",Común - Primaria de 7 años ,2023,35
540068200,"ESC. Nº 472: ""VICENTE LOPEZ Y PLANES""",Común - Primaria de 7 años ,2023,50
540068202,"Aula Sat. Nº 02: ""ESC. Nº 472""",Común - Primaria de 7 años ,2023,17
540068300,ESC. Nº 703,Común - Jardín de infantes ,2023,7
540068300,ESC. Nº 703,Común - Primaria de 7 años ,2023,14
540068500,"ESC. Nº 442: ""RAYMUNDO FERNANDEZ RAMOS"".",Común - Primaria de 7 años ,2023,103
540068501,"Aula Sat. Nº 01: ""ESC. Nº 442"" (Ex Aula Sat. ""ESC. Nº 716"")",Común - Jardín de infantes ,2023,5
540068501,"Aula Sat. Nº 01: ""ESC. Nº 442"" (Ex Aula Sat. ""ESC. Nº 716"")",Común - Primaria de 7 años ,2023,10
540068600,"ESC. Nº 297: ""DON GUILLERMO KRAUSE""",Común - Primaria de 7 años ,2023,138
540068601,"Aula Sat. Nº 01: ""ESC. Nº 297"" (Ex ""ESC. Nº 90"")",Común - Primaria de 7 años ,2023,2
540068602,"Aula Sat. Nº 02: ""ESC. Nº 297"" (Ex Aula Sat. Nº 02: ""ESC. Nº 90"" (Ex ""ESC. Nº 294""))",Común - Primaria de 7 años ,2023,2
540068700,ESC. Nº 358,Común - Primaria de 7 años ,2023,64
540068800,"ESC. DE COMERCIO Nº 06 ""MARIANO MORENO""",Adultos - Secundaria Completa,2023,83
540068800,"ESC. DE COMERCIO Nº 06 ""MARIANO MORENO""",Común - Secundaria Completa req. 7 años ,2023,937
540068800,"ESC. DE COMERCIO Nº 06 ""MARIANO MORENO""",Común - SNU ,2023,203
540068900,"INST. ""JARDÍN MODELO""",Común - Jardín de infantes ,2023,102
540068900,"INST. ""JARDÍN MODELO""",Común - Primaria de 7 años ,2023,299
540069100,"ESC. SUP. DE DANZAS NATIVAS, ESPAÑOLAS Y CLÁSICAS",Común - Ciclos de Enseñanza Artística,2023,22
540069100,"ESC. SUP. DE DANZAS NATIVAS, ESPAÑOLAS Y CLÁSICAS",Común - Cursos y Talleres de Artística,2023,346
540069100,"ESC. SUP. DE DANZAS NATIVAS, ESPAÑOLAS Y CLÁSICAS",Común - SNU ,2023,253
540069200,C.E.P. Nº 04,Común - Secundaria Completa req. 7 años ,2023,1063
540069300,"ESC. Nº 43: ""REINO DE ESPAÑA""",Común - Primaria de 7 años ,2023,396
540069400,"ESC. Nº 460: ""SALTOS DEL MOCONA""",Común - Jardín de infantes ,2023,10
540069400,"ESC. Nº 460: ""SALTOS DEL MOCONA""",Común - Primaria de 7 años ,2023,53
540069500,ESC. Nº 774,Común - Primaria de 7 años ,2023,52
540069502,"Aula Sat. Nº 02: ""ESC. Nº 774""",Común - Primaria de 7 años ,2023,24
540069600,ESC. Nº 664,Común - Primaria de 7 años ,2023,78
540069700,"ESC. Nº 373: ""SANDRA A. DUMKE""",Común - Primaria de 7 años ,2023,127
540069701,"Aula Sat. Nº 01: ""ESC. Nº 373""",Común - Primaria de 7 años ,2023,11
540069704,"Aula Sat. Nº 04: ""ESC. Nº 373""",Común - Primaria de 7 años ,2023,63
540069800,ESC. ADULTOS Nº 16,Adultos-Formación Profesional/Capacitación Laboral,2023,105
540069800,ESC. ADULTOS Nº 16,Adultos - Primaria ,2023,135
540069900,ESC. Nº 607 (F.J.C.),Común - Primaria de 7 años ,2023,320
540070100,B.O.P. Nº 30,Común - Secundaria Completa req. 7 años ,2023,99
540070200,"ESC. ESPECIAL Nº 13: ""ARCO IRIS"" (SORDOS E HIPOACUSICOS)",Especial - Primaria de 7 años ,2023,15
540070400,"ESC. Nº 455: ""JOSE INGENIEROS""",Común - Primaria de 7 años ,2023,125
540070500,ESC. Nº 92,Común - Primaria de 7 años ,2023,78
540070501,"Aula Sat. Nº 01: ""ESC. Nº 92""",Común - Primaria de 7 años ,2023,30
540070502,"Aula Sat. Nº 02: ""ESC. Nº 92""",Común - Primaria de 7 años ,2023,26
540070600,ESC. Nº 758,Común - Primaria de 7 años ,2023,14
540070601,"Aula Sat. Nº 01: ""ESC. Nº 758""",Común - Primaria de 7 años ,2023,43
540070700,"ESC. NORMAL SUP. ""EE.UU. DEL BRASIL""",Común - Jardín de infantes ,2023,102
540070700,"ESC. NORMAL SUP. ""EE.UU. DEL BRASIL""",Común - Primaria de 7 años ,2023,375
540070700,"ESC. NORMAL SUP. ""EE.UU. DEL BRASIL""",Común - Secundaria Completa req. 7 años ,2023,588
540070700,"ESC. NORMAL SUP. ""EE.UU. DEL BRASIL""",Común - SNU ,2023,207
540070800,"E.P.E.T. Nº 03: ""POLONIA""",Adultos-Formación Profesional/Capacitación Laboral,2023,42
540070800,"E.P.E.T. Nº 03: ""POLONIA""",Común - Secundaria Completa req. 7 años ,2023,717
540070900,"ESC. DE COMERCIO Nº 01: ""SANTIAGO DE LINIERS""",Adultos - Secundaria Completa,2023,252
540070900,"ESC. DE COMERCIO Nº 01: ""SANTIAGO DE LINIERS""",Común - Secundaria Completa req. 7 años ,2023,367
540071100,E.P.E.T. Nº 06,Adultos-Formación Profesional/Capacitación Laboral,2023,374
540071100,E.P.E.T. Nº 06,Común - Secundaria Completa req. 7 años ,2023,774
540071300,"ESC. Nº 667: ""MAYOR CARLOS E. KRAUSE""",Común - Primaria de 7 años ,2023,402
540071400,"ESC. Nº 530: ""ESCUADRON 9""",Común - Primaria de 7 años ,2023,274
540071500,"ESC. Nº 660: ""DR. SABATO E. ROMANO""",Común - Primaria de 7 años ,2023,241
540071600,ESC. Nº 688,Común - Primaria de 7 años ,2023,290
540071700,"INST. ""STELLA MARIS""",Común - Jardín de infantes ,2023,27
540071700,"INST. ""STELLA MARIS""",Común - Primaria de 7 años ,2023,139
540071700,"INST. ""STELLA MARIS""",Especial - Primaria de 7 años ,2023,35
540071900,ESC. ADULTOS Nº 29,Adultos-Formación Profesional/Capacitación Laboral,2023,168
540071900,ESC. ADULTOS Nº 29,Adultos - Primaria ,2023,116
540072000,"INST. ""JOSE M. ESTRADA""",Común - Jardín de infantes ,2023,110
540072000,"INST. ""JOSE M. ESTRADA""",Común - Primaria de 7 años ,2023,354
540072000,"INST. ""JOSE M. ESTRADA""",Común - Secundaria Completa req. 7 años ,2023,160
540072200,"ESC. Nº 165: ""REPUBLICA DEL PERU""",Común - Primaria de 7 años ,2023,651
540072300,"INST. ""COOPERATIVO DE EDUCACION""",Común - Jardín de infantes ,2023,109
540072300,"INST. ""COOPERATIVO DE EDUCACION""",Común - Primaria de 7 años ,2023,262
540072400,"ESC. Nº 147: ""SISTER SIGRID""",Común - Primaria de 7 años ,2023,123
540072500,ESC. ESPECIAL Nº 18,Especial - Jardín maternal ,2023,12
540072500,ESC. ESPECIAL Nº 18,Especial - Primaria de 7 años ,2023,56
540072600,B.O.P. Nº 20,Adultos - Secundaria Completa,2023,225
540072600,B.O.P. Nº 20,Común - Secundaria Completa req. 7 años ,2023,475
540072700,ESC. Nº 723,Común - Primaria de 7 años ,2023,187
540072800,ESC. Nº 656,Común - Primaria de 7 años ,2023,12
540072802,"Aula Sat. Nº 02: ""ESC. Nº 656"" (Ex Aula Sat. Nº 02:""ESC. Nº 583"")",Común - Primaria de 7 años ,2023,20
540072900,"ESC. Nº 362: ""PIONERO JUAN GRUBER""",Común - Primaria de 7 años ,2023,28
540073000,ESC. Nº 291,Común - Primaria de 7 años ,2023,304
540073200,"ESC. NORMAL SUP. Nº 09: ""JUAN XXIII""",Común - Secundaria Completa req. 7 años ,2023,515
540073200,"ESC. NORMAL SUP. Nº 09: ""JUAN XXIII""",Común - SNU ,2023,125
540073300,ESC. Nº 393,Común - Primaria de 7 años ,2023,121
540073303,"Aula Sat. Nº 03: ""ESC. Nº 393""",Común - Jardín de infantes ,2023,5
540073303,"Aula Sat. Nº 03: ""ESC. Nº 393""",Común - Primaria de 7 años ,2023,15
540073304,"Aula Sat. Nº 04: ""ESC. Nº 393""",Común - Primaria de 7 años ,2023,29
540073400,"ESC. Nº 401: ""DRA ELVIRA R. DE DELLEPIANE""",Común - Primaria de 7 años ,2023,242
540073401,"Aula Sat. Nº 01: ""ESC. Nº 401""",Común - Primaria de 7 años ,2023,24
540073402,"Aula Sat. Nº 02: ""ESC. Nº 401""",Común - Primaria de 7 años ,2023,55
540073600,"ESC. Nº 449: ""CNEL. TOMAS DE ROCAMORA""",Común - Primaria de 7 años ,2023,224
540073700,"INST. BACHILLERATO HUMANISTA ""MONSEÑOR JORGE KEMERER""",Adultos-Formación Profesional/Capacitación Laboral,2023,64
540073700,"INST. BACHILLERATO HUMANISTA ""MONSEÑOR JORGE KEMERER""",Común - Primaria de 7 años ,2023,195
540073700,"INST. BACHILLERATO HUMANISTA ""MONSEÑOR JORGE KEMERER""",Común - Secundaria Completa req. 7 años ,2023,331
540073700,"INST. BACHILLERATO HUMANISTA ""MONSEÑOR JORGE KEMERER""",Común - SNU ,2023,39
540073800,"INST. ""POSADAS""",Común - Secundaria Completa req. 7 años ,2023,294
540073900,"INST. SUP. ""PEDRO GOYENA""",Adultos-Formación Profesional/Capacitación Laboral,2023,148
540073900,"INST. SUP. ""PEDRO GOYENA""",Común - Jardín de infantes ,2023,145
540073900,"INST. SUP. ""PEDRO GOYENA""",Común - Primaria de 7 años ,2023,510
540073900,"INST. SUP. ""PEDRO GOYENA""",Común - Secundaria Completa req. 7 años ,2023,360
540073900,"INST. SUP. ""PEDRO GOYENA""",Común - SNU ,2023,211
540074000,"ESC. Nº 645: ""EJERCITO ARGENTINO""",Común - Primaria de 7 años ,2023,235
540074100,B.O.P. Nº 01,Adultos - Secundaria Completa,2023,118
540074100,B.O.P. Nº 01,Común - Secundaria Completa req. 7 años ,2023,730
540074300,"INST. ""INMACULADA CONCEPCION""",Común - Jardín de infantes ,2023,237
540074300,"INST. ""INMACULADA CONCEPCION""",Común - Primaria de 7 años ,2023,681
540074300,"INST. ""INMACULADA CONCEPCION""",Común - Secundaria Completa req. 7 años ,2023,368
540074400,"INST. PRIV. ""SAN BASILIO MAGNO""",Adultos-Formación Profesional/Capacitación Laboral,2023,14
540074400,"INST. PRIV. ""SAN BASILIO MAGNO""",Común - Jardín de infantes ,2023,365
540074400,"INST. PRIV. ""SAN BASILIO MAGNO""",Común - Primaria de 7 años ,2023,984
540074400,"INST. PRIV. ""SAN BASILIO MAGNO""",Común - Secundaria Completa req. 7 años ,2023,616
540074500,"INST. SUP. ""SANTA CATALINA""",Adultos-Formación Profesional/Capacitación Laboral,2023,43
540074500,"INST. SUP. ""SANTA CATALINA""",Común - Jardín de infantes ,2023,159
540074500,"INST. SUP. ""SANTA CATALINA""",Común - Primaria de 7 años ,2023,684
540074500,"INST. SUP. ""SANTA CATALINA""",Común - Secundaria Completa req. 7 años ,2023,897
540074500,"INST. SUP. ""SANTA CATALINA""",Común - SNU ,2023,173
540074600,"ESC. Nº 450: ""GUMERCINDO ANTUNEZ DE OLIVEIRA""",Común - Primaria de 7 años ,2023,55
540074700,"ESC. Nº 501: ""DEAN GREGORIO FUNES""",Común - Primaria de 7 años ,2023,21
540074800,ESC. Nº 570,Común - Primaria de 7 años ,2023,32
540074801,"Aula Sat. Nº 01: ""ESC. Nº 570""",Común - Primaria de 7 años ,2023,27
540074900,ESC. Nº 794,Común - Jardín de infantes ,2023,6
540074900,ESC. Nº 794,Común - Primaria de 7 años ,2023,26
540075000,"ESC. Nº 471: ""PROVINCIA DE CHUBUT""",Común - Jardín de infantes ,2023,10
540075000,"ESC. Nº 471: ""PROVINCIA DE CHUBUT""",Común - Primaria de 7 años ,2023,54
540075100,"ESC. Nº 408: ""JUAN G.DE LAS HERAS""",Común - Primaria de 7 años ,2023,17
540075200,"ESC. Nº 473: ""PROVINCIA DE RIO NEGRO""",Común - Primaria de 7 años ,2023,279
540075300,"B.O.P. Nº 42: ""IVONNE PIERRON""",Común - Secundaria Completa req. 7 años ,2023,113
540075400,B.O.P. Nº 07,Común - Secundaria Completa req. 7 años ,2023,295
540075500,"ESC. Nº 417: ""GRAL.SAN MARTIN""",Común - Primaria de 7 años ,2023,242
540075501,"Aula Sat. Nº 01: ""ESC. Nº 417""",Común - Jardín de infantes ,2023,3
540075501,"Aula Sat. Nº 01: ""ESC. Nº 417""",Común - Primaria de 7 años ,2023,19
540075600,"ESC. Nº 389: ""PROV.DE CORRIENTES""",Común - Jardín de infantes ,2023,11
540075600,"ESC. Nº 389: ""PROV.DE CORRIENTES""",Común - Primaria de 7 años ,2023,84
540075700,ESC. Nº 768,Común - Primaria de 7 años ,2023,39
540075800,"ESC. Nº 515: ""JOSE DARRAGUEIRA""",Común - Primaria de 7 años ,2023,97
540075900,"ESC. Nº 469: ""SOLDADO FALUCHO""",Común - Jardín de infantes ,2023,5
540075900,"ESC. Nº 469: ""SOLDADO FALUCHO""",Común - Primaria de 7 años ,2023,32
540075901,"Aula Sat. Nº 01: ""ESC. Nº 469"" (Ex ESC. Nº 741)",Común - Primaria de 7 años ,2023,12
540076000,"ESC. Nº 28: ""MALVINAS ARGENTINAS""",Común - Primaria de 7 años ,2023,35
540076001,"Aula Sat. Nº 01: ""ESC. Nº 28""",Común - Primaria de 7 años ,2023,26
540076100,"ESC. Nº 578: ""ESTEBAN ECHEVERRIA""",Común - Primaria de 7 años ,2023,95
540076200,"ESC. Nº 683: ""BILINGUE YAKA PA'U""",Común - Primaria de 7 años ,2023,33
540076300,ESC. Nº 551,Común - Primaria de 7 años ,2023,70
540076400,"ESC. Nº 443: ""D. JUAN BALESTRA""",Común - Primaria de 7 años ,2023,96
540076500,I.E.A. Nº 01,Común - Secundaria Completa req. 7 años ,2023,229
540076600,"ESC. Nº 182: ""FRAGATA SARMIENTO""",Común - Primaria de 7 años ,2023,140
540076601,"Aula Sat. Nº 01: ""ESC. Nº 182""",Común - Primaria de 7 años ,2023,19
540076800,"ESC. Nº 116: ""FERNANDO KELM""",Común - Jardín de infantes ,2023,2
540076800,"ESC. Nº 116: ""FERNANDO KELM""",Común - Primaria de 7 años ,2023,19
540076900,"ESC. Nº 13: ""MADRE DE PUEBLO""",Común - Primaria de 7 años ,2023,335
540077000,ESC. Nº 155,Común - Primaria de 7 años ,2023,10
540077001,"Aula Sat. Nº 01: ""ESC. Nº 155""",Común - Primaria de 7 años ,2023,27
540077200,ESC. Nº 12,Común - Primaria de 7 años ,2023,64
540077300,"ESC. Nº 248: ""TRATADO DE PAZ"" (Ex Aula Sat. Nº 01: ""ESC. 248"")",Común - Primaria de 7 años ,2023,8
540077600,"ESC. Nº 95: ""BERNARDINO BERTOLOTTI""",Común - Primaria de 7 años ,2023,89
540077700,ESC. Nº 61,Común - Primaria de 7 años ,2023,56
540077702,"Aula Sat. Nº 02: ""ESC. Nº 61"" (Ex Esc. Nº 112)",Común - Primaria de 7 años ,2023,4
540077800,ESC. Nº 642,Común - Primaria de 7 años ,2023,105
540077802,"Aula Sat. Nº 02: ""ESC. Nº 642""",Común - Jardín de infantes ,2023,2
540077802,"Aula Sat. Nº 02: ""ESC. Nº 642""",Común - Primaria de 7 años ,2023,10
540077900,"ESC. Nº 707: ""LA ECOLÓGICA""",Común - Primaria de 7 años ,2023,82
540077901,"Aula Sat. Nº 01: ""ESC. Nº 707 """,Común - Primaria de 7 años ,2023,12
540077902,"Aula Sat. Nº 02: ""ESC. Nº 707""",Común - Jardín de infantes ,2023,1
540077902,"Aula Sat. Nº 02: ""ESC. Nº 707""",Común - Primaria de 7 años ,2023,18
540077903,"Aula Sat. Nº 03: ""ESC. Nº 707""",Común - Primaria de 7 años ,2023,11
540077904,"Aula Sat. Nº 04: ""ESC. Nº 707"" ",Común - Primaria de 7 años ,2023,2
540078100,"E.F.A. ""STA. MARIA GORETTI""",Adultos-Formación Profesional/Capacitación Laboral,2023,124
540078100,"E.F.A. ""STA. MARIA GORETTI""",Común - Secundaria Completa req. 7 años ,2023,174
540078200,"INST. ""PQUIAL SAN ANDRÉS""",Común - Jardín de infantes ,2023,66
540078200,"INST. ""PQUIAL SAN ANDRÉS""",Común - Primaria de 7 años ,2023,184
540078200,"INST. ""PQUIAL SAN ANDRÉS""",Común - Secundaria Completa req. 7 años ,2023,100
540078300,"ESC. Nº 793: ""J. Gervasio Artigas""",Común - Primaria de 7 años ,2023,283
540078400,"ESC. Nº 158: ""HÉROES DEL EJÉRCITO ARGENTINO""",Común - Primaria de 7 años ,2023,97
540078500,"ESC. Nº 436: ""PERITO Z. SÁNCHEZ""",Común - Primaria de 7 años ,2023,122
540078600,ESC. Nº 565: ¨Héroes de las Islas Malvinas¨,Común - Primaria de 7 años ,2023,23
540078700,"ESC. Nº 652: ""TTE CNEL. HOMERO ENRIQUE JAUREGUI""",Común - Primaria de 7 años ,2023,454
540078800,"COLEGIO Nº 02: ""MANUEL BELGRANO""",Adultos - Secundaria Completa,2023,165
540078800,"COLEGIO Nº 02: ""MANUEL BELGRANO""",Común - Secundaria Completa req. 7 años ,2023,342
540078900,"ESC. DE COMERCIO Nº 18: ""LIBERTADOR GENERAL DON JOSÉ DE SAN MARTIN""",Adultos - Secundaria Completa,2023,124
540078900,"ESC. DE COMERCIO Nº 18: ""LIBERTADOR GENERAL DON JOSÉ DE SAN MARTIN""",Común - Secundaria Completa req. 7 años ,2023,660
540079000,B.O.P. Nº 14,Adultos - Secundaria Completa,2023,54
540079000,B.O.P. Nº 14,Común - Secundaria Completa req. 7 años ,2023,185
540079100,"ESC. Nº 157: ""GREGORIA MATORRAS DE SAN MARTIN""",Común - Primaria de 7 años ,2023,262
540079200,"ESC. Nº 219: ""LA PICADA""",Común - Primaria de 7 años ,2023,280
540079300,ESC. ADULTOS Nº 01,Adultos-Formación Profesional/Capacitación Laboral,2023,283
540079300,ESC. ADULTOS Nº 01,Adultos - Primaria ,2023,45
540079400,"ESC. Nº 783: ""LOS KIRIS""",Común - Primaria de 7 años ,2023,390
540079600,"E.F.A. ""SAN IGNACIO DE LOYOLA""",Adultos-Formación Profesional/Capacitación Laboral,2023,76
540079600,"E.F.A. ""SAN IGNACIO DE LOYOLA""",Común - Secundaria Completa req. 7 años ,2023,108
540079700,ESC. ADULTOS Nº 24,Adultos-Formación Profesional/Capacitación Laboral,2023,72
540079700,ESC. ADULTOS Nº 24,Adultos - Primaria ,2023,68
540079800,B.O.P. Nº 35,Adultos - Secundaria Completa,2023,157
540079800,B.O.P. Nº 35,Común - Secundaria Completa req. 7 años ,2023,565
540079900,ESC. Nº 745,Común - Primaria de 7 años ,2023,223
540080000,"ESC. Nº 715: ""JUAN F. GHIGLIONE""",Común - Primaria de 7 años ,2023,54
540080100,B.O.P. Nº 24,Adultos - Secundaria Completa,2023,123
540080100,B.O.P. Nº 24,Común - Secundaria Completa req. 7 años ,2023,255
540080200,ESC. Nº 717,Común - Primaria de 7 años ,2023,143
540080300,"ESC. Nº 663: ""GRAL INDIO ANDRES GUACURARI""",Común - Primaria de 7 años ,2023,375
540080400,ESC. Nº 685 ,Común - Jardín de infantes ,2023,3
540080400,ESC. Nº 685 ,Común - Primaria de 7 años ,2023,27
540080401,"Aula Sat. Nº 01: ""ESC. Nº 685""",Común - Jardín de infantes ,2023,9
540080401,"Aula Sat. Nº 01: ""ESC. Nº 685""",Común - Primaria de 7 años ,2023,39
540080402,"Aula Sat. Nº 02: ""ESC. Nº 685""",Común - Jardín de infantes ,2023,2
540080402,"Aula Sat. Nº 02: ""ESC. Nº 685""",Común - Primaria de 7 años ,2023,24
540080500,"INST. ADVENTISTA ""ALTA GRACIA""",Común - Jardín de infantes ,2023,85
540080500,"INST. ADVENTISTA ""ALTA GRACIA""",Común - Primaria de 7 años ,2023,381
540080500,"INST. ADVENTISTA ""ALTA GRACIA""",Común - Secundaria Completa req. 7 años ,2023,174
540080600,ESC. Nº 192,Común - Primaria de 7 años ,2023,30
540080700,"ESC. Nº 320: ""ALFEREZ DE NAVIO JOSÉ MARIA SOBRAL""",Común - Primaria de 7 años ,2023,181
540080900,ESC. Nº 693,Común - Jardín de infantes ,2023,6
540080900,ESC. Nº 693,Común - Primaria de 7 años ,2023,32
540081000,"ESC. Nº 699: ""BATALLA DE MAIPÚ""",Común - Primaria de 7 años ,2023,875
540081100,"ESC. Nº 59: ""JUANA AZURDUY""",Común - Primaria de 7 años ,2023,1075
540081200,B.O.P. Nº 36,Adultos - Secundaria Completa,2023,113
540081200,B.O.P. Nº 36,Común - Secundaria Completa req. 7 años ,2023,392
540081300,ESC. Nº 356,Común - Primaria de 7 años ,2023,640
540081400,"ESC. Nº 675: ""SAN JOSE DE CALASANZ""",Común - Primaria de 7 años ,2023,537
540081500,ESC. Nº 674,Común - Primaria de 7 años ,2023,261
540081600,ESC. Nº 748,Común - Primaria de 7 años ,2023,468
540081800,"ESC. Nº 429: ""GERMAN KORDZT""",Común - Primaria de 7 años ,2023,11
540082000,ESC. Nº 154,Común - Primaria de 7 años ,2023,45
540082100,ESC. Nº 149,Común - Jardín de infantes ,2023,1
540082100,ESC. Nº 149,Común - Primaria de 7 años ,2023,7
540082200,ESC. Nº 138,Común - Primaria de 7 años ,2023,16
540082300,"ESC. Nº 100: ""ARTURO MEDRANO ROSSO""",Común - Primaria de 7 años ,2023,32
