"cueanexo","nombre","sector","ambito","modalidad","oferta_agregada","sexo","grado","total"
"540010601","Aula Sat. Nº 01: ""ESC. Nº 424""","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","0"
"540010601","Aula Sat. Nº 01: ""ESC. Nº 424""","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","3"
"540010601","Aula Sat. Nº 01: ""ESC. Nº 424""","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","1"
"540010601","Aula Sat. Nº 01: ""ESC. Nº 424""","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","2"
"540010601","Aula Sat. Nº 01: ""ESC. Nº 424""","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","0"
"540010601","Aula Sat. Nº 01: ""ESC. Nº 424""","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","0"
"540010601","Aula Sat. Nº 01: ""ESC. Nº 424""","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","0"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Femenino","1er Año/Grado","1"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Masculino","1er Año/Grado","1"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Femenino","2do Año/Grado","2"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Masculino","2do Año/Grado","1"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Femenino","3er Año/Grado","2"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Masculino","3er Año/Grado","1"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Femenino","4to Año/Grado","2"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Masculino","4to Año/Grado","1"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Femenino","5to Año/Grado","0"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Masculino","5to Año/Grado","3"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Femenino","6to Año/Grado","2"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Masculino","6to Año/Grado","3"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Femenino","7mo Año/Grado","1"
"540010700","ESC. Nº 588","Estatal","Rural","Común","Primario","Masculino","7mo Año/Grado","4"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Femenino","1er Año/Grado","2"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Masculino","1er Año/Grado","3"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Femenino","2do Año/Grado","5"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Masculino","2do Año/Grado","3"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Femenino","3er Año/Grado","5"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Masculino","3er Año/Grado","2"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Femenino","4to Año/Grado","4"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Masculino","4to Año/Grado","4"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Femenino","5to Año/Grado","2"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Masculino","5to Año/Grado","3"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Femenino","6to Año/Grado","2"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Masculino","6to Año/Grado","3"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Femenino","7mo Año/Grado","4"
"540011000","ESC. Nº 394: FLORCITA DE GUAYUBIRA","Estatal","Rural","Común","Primario","Masculino","7mo Año/Grado","3"
"540011100","ESC. ADULTOS Nº 08: ""SGO. DEL ESTERO""","Estatal","Urbano","Adultos","Formación Profesional/Capacitación Laboral","Femenino","No Corresponde","314"
"540011100","ESC. ADULTOS Nº 08: ""SGO. DEL ESTERO""","Estatal","Urbano","Adultos","Formación Profesional/Capacitación Laboral","Masculino","No Corresponde","77"
"540011100","ESC. ADULTOS Nº 08: ""SGO. DEL ESTERO""","Estatal","Urbano","Adultos","Primario","Femenino","No Corresponde","32"
"540011100","ESC. ADULTOS Nº 08: ""SGO. DEL ESTERO""","Estatal","Urbano","Adultos","Primario","Masculino","No Corresponde","40"
"540011101","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 08""","Estatal","Urbano","Adultos","Primario","Femenino","No Corresponde","11"
"540011101","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 08""","Estatal","Urbano","Adultos","Primario","Masculino","No Corresponde","1"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Adultos","Secundario/Medio/Polimodal","Femenino","1er Año/Grado","26"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Adultos","Secundario/Medio/Polimodal","Masculino","1er Año/Grado","25"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Común","Secundario/Medio/Polimodal","Femenino","1er Año/Grado","17"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Común","Secundario/Medio/Polimodal","Masculino","1er Año/Grado","14"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Adultos","Secundario/Medio/Polimodal","Femenino","2do Año/Grado","15"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Adultos","Secundario/Medio/Polimodal","Masculino","2do Año/Grado","10"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Común","Secundario/Medio/Polimodal","Femenino","2do Año/Grado","14"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Común","Secundario/Medio/Polimodal","Masculino","2do Año/Grado","19"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Adultos","Secundario/Medio/Polimodal","Femenino","3er Año/Grado","44"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Adultos","Secundario/Medio/Polimodal","Masculino","3er Año/Grado","16"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Común","Snu/Cursos Capacitación Snu","Femenino","No Corresponde","222"
"540011200","C.E.N.S. Nº 176","Estatal","Urbano","Común","Snu/Cursos Capacitación Snu","Masculino","No Corresponde","130"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","4"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","8"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","1"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","5"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","4"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","1"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","0"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","4"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","2"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","1"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","3"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","4"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","1"
"540011400","ESC. Nº 655","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","2"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","4"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","3"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","2"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","3"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","1"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","0"
"540011401","Aula Sat. Nº 01: ""ESC. Nº 655""","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","3"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","7"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","9"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","10"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","7"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","8"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","10"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","4"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","11"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","8"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","8"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","6"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","10"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","10"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","6"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Jardín de Infantes","Femenino","No Corresponde","12"
"540011500","ESC. Nº 653","Estatal","Rural Disperso","Común","Jardín de Infantes","Masculino","No Corresponde","8"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","2"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","9"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","1"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","6"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","4"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","2"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","3"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","3"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","1"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","4"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","4"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","3"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","4"
"540011501","Aula Sat. Nº 01: ""ESC. Nº 653""","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","3"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","2"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","2"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","2"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","0"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","1"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","2"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","4"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","2"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","1"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","1"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","3"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","5"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","2"
"540011600","ESC. Nº 618 (F.J.C.)","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","2"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","1"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","1"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","2"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","0"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","1"
"540011601","Aula Sat. Nº 01: ""ESC. Nº 618""","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","0"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","7"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","2"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","3"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","2"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","4"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","3"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","3"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","2"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","2"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","3"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","5"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","2"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","4"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","8"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Jardín de Infantes","Femenino","No Corresponde","8"
"540011700","ESC. Nº 533: ""BERNARDO DE MONTEAGUDO""","Estatal","Rural Disperso","Común","Jardín de Infantes","Masculino","No Corresponde","8"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","0"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","4"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","4"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","2"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","1"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","5"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","1"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","3"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","2"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","3"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","1"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","2"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","3"
"540011701","Aula Sat. Nº 01: ""ESC. Nº 533""","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","0"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","4"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","5"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","8"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","6"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","2"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","2"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","3"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","10"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","2"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","9"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","3"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","7"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","6"
"540011800","ESC. N° 785","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","5"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Femenino","1er Año/Grado","2"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Masculino","1er Año/Grado","3"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Femenino","2do Año/Grado","3"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Masculino","2do Año/Grado","1"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Femenino","3er Año/Grado","7"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Masculino","3er Año/Grado","4"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Femenino","4to Año/Grado","2"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Masculino","4to Año/Grado","2"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Femenino","5to Año/Grado","4"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Masculino","5to Año/Grado","1"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Femenino","6to Año/Grado","2"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Masculino","6to Año/Grado","2"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Femenino","7mo Año/Grado","4"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Primario","Masculino","7mo Año/Grado","2"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Jardín de Infantes","Femenino","No Corresponde","5"
"540011900","ESC. Nº 605: ""BARRANCAS DEL URUGUAY"" (F.J.C.) ","Estatal","Rural Disperso","Común","Jardín de Infantes","Masculino","No Corresponde","7"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Femenino","1er Año/Grado","14"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Masculino","1er Año/Grado","10"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Femenino","1er Año/Grado","16"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Masculino","1er Año/Grado","15"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Femenino","2do Año/Grado","14"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Masculino","2do Año/Grado","10"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Femenino","2do Año/Grado","17"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Masculino","2do Año/Grado","10"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Femenino","3er Año/Grado","7"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Masculino","3er Año/Grado","6"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Femenino","3er Año/Grado","13"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Masculino","3er Año/Grado","12"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Femenino","4to Año/Grado","11"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Masculino","4to Año/Grado","17"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Femenino","4to Año/Grado","15"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Secundario/Medio/Polimodal","Masculino","4to Año/Grado","12"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Femenino","5to Año/Grado","12"
"540012000","INST. ADVENTISTA ""MONTECARLO""","Privado","Urbano","Común","Primario","Masculino","5to Año/Grado","13"
